	gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
47078	ENSG00000263241	0	NA	NA	NA	NA
47079	ENSG00000263242	0	NA	NA	NA	NA
47080	ENSG00000263243	0.75	0.0136156913641955	0.334401719097397	0.526373630988803	NA
47081	ENSG00000263244	0	NA	NA	NA	NA
47082	ENSG00000263247	8.03370195567698	0.0527278034093857	0.337236790271573	0.27883479646304	0.698050069784035
47083	ENSG00000263252	0	NA	NA	NA	NA
47084	ENSG00000263253	0	NA	NA	NA	NA
47085	ENSG00000263257	0	NA	NA	NA	NA
47086	ENSG00000263263	0	NA	NA	NA	NA
47087	ENSG00000263266	0.710966359900712	-0.0135385012119238	0.334418108854018	0.549006428500016	NA
47088	ENSG00000263267	0.758152128483857	-0.00414741873900955	0.333496569231934	0.852585506232733	NA
47089	ENSG00000263270	0	NA	NA	NA	NA
47090	ENSG00000263271	0	NA	NA	NA	NA
47091	ENSG00000263272	20.6243806991486	0.0949279173642571	0.332690585399874	0.383324848398854	0.78473261787851
47092	ENSG00000263275	0	NA	NA	NA	NA
47093	ENSG00000263276	2.89341557928612	0.0220756076569006	0.334650581849473	0.355301579472799	NA
47094	ENSG00000263278	0	NA	NA	NA	NA
47095	ENSG00000263279	0	NA	NA	NA	NA
47096	ENSG00000263290	252.379473734384	-0.13604137882688	0.230319446971151	0.424049502503653	0.81390515353789
47097	ENSG00000263293	0.733731192188963	-0.00531401202607508	0.333353538646748	0.834420974563687	NA
47098	ENSG00000263296	0	NA	NA	NA	NA
47099	ENSG00000263305	0	NA	NA	NA	NA
47100	ENSG00000263307	0.486988786633571	0.000229593900762267	0.333443005883653	0.986315396541617	NA
47101	ENSG00000263309	0.483731192188963	-0.0127901804101415	0.334323347125184	0.630436141413557	NA
47102	ENSG00000263310	0	NA	NA	NA	NA
47103	ENSG00000263311	0	NA	NA	NA	NA
47104	ENSG00000263312	0	NA	NA	NA	NA
47105	ENSG00000263314	0	NA	NA	NA	NA
47106	ENSG00000263316	0	NA	NA	NA	NA
47107	ENSG00000263321	0.514667317373072	0.0128030341253123	0.33430669694889	0.604739416755423	NA
47108	ENSG00000263322	2.51630425696771	0.00845068677537454	0.332199285140243	0.82607795571727	NA
47109	ENSG00000263324	17.0934637383765	0.0357975081814143	0.323743263847805	0.692505742300223	0.938322446765997
47110	ENSG00000263326	0.751656104006643	0.00620609358299494	0.333371810327429	0.802139562018275	NA
47111	ENSG00000263327	46.1461275769753	0.0637981784788697	0.315895173013001	0.599287542598724	0.90439555569871
47112	ENSG00000263328	0	NA	NA	NA	NA
47113	ENSG00000263331	0	NA	NA	NA	NA
47114	ENSG00000263338	0	NA	NA	NA	NA
47115	ENSG00000263341	0	NA	NA	NA	NA
47116	ENSG00000263343	0	NA	NA	NA	NA
47117	ENSG00000263345	3.96909932397257	0.00142181913477501	0.330109230328799	0.981555715223904	NA
