	gene	sum159_dmso1.trimmed	sum159_dmso2.trimmed	sum159_jq1.trimmed	sum159_jq2.trimmed	symbol
127	ENSG00000101224	1646.26532986558	1454.16319478359	2699.60663720534	2702	CDC25B
128	ENSG00000101255	209.237559910973	274.906992494942	94.2215649848138	112	TRIB3
129	ENSG00000101290	163.836957288781	168.736016083102	379.00359847824	330	CDS2
130	ENSG00000101558	1242.59475437696	1360.3156352767	758.007196956479	742	VAPA
131	ENSG00000101574	161.863018044337	176.319657255377	21.1733853898458	20	METTL4
132	ENSG00000101654	414.527241333059	394.349340958262	231.848570018811	172	RNMT
133	ENSG00000102174	95.7360533554922	88.1598286276883	8.46935415593832	9	PHEX
134	ENSG00000102226	403.670575488622	359.275000536493	819.410014587032	685	USP11
135	ENSG00000102265	7378.58489572845	7082.17289975763	11030.2751188402	12594	TIMP1
136	ENSG00000102804	1074.80991859929	1077.82500160948	2370.36049439324	1951	TSC22D1
137	ENSG00000102908	88.8272659999413	81.5241426019483	236.083247096781	221	NFAT5
138	ENSG00000103145	151.993321822122	168.736016083102	297.486064727333	361	HCFC1R1
139	ENSG00000103187	767.862366088381	653.141095962121	1171.94688132796	1277	COTL1
140	ENSG00000103257	694.826614043985	680.631795211615	351.47819747144	375	SLC7A5
141	ENSG00000103381	60.2051469555157	66.3568602573998	165.152406040797	292	CPPED1
