UniqueCount	AmbigCount
0	0
0	0
0	0
0	11
0	14
0	10
1	46
0	80
0	55
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3934	1572
3364	10127
15943	64983
6342	19106
807	3244
4688	14027
10856	15933
2482	49
3656	3256
22900	17790
6462	1878
1098	732
14234	2148
8	16
0	339
0	265
26	358
0	233
0	254
0	49
0	143
3	152
1	194
0	148
0	13
0	3
0	3
0	3
0	1
0	799
0	545
0	3
0	0
0	0
0	6
0	5
0	4
0	2
0	20
0	173
0	1
0	101
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	3
0	3
0	4
0	0
0	0
0	0
0	0
0	4
0	2
0	2
0	2
0	4
0	0
0	2
0	2
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	116
0	62
0	18
0	125
0	20
10	8
0	14
0	20
0	4
0	27
0	82
0	83
0	81
0	1
0	1
0	2
0	4
0	1
0	5
0	3
0	4
0	5
0	5
0	1
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	1
0	0
0	5
0	0
0	0
0	5
0	1
0	0
0	4
0	4
0	24
0	5
0	5
0	0
0	0
0	0
0	2
0	1
0	4
0	2
0	2
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	5
0	6
0	4
0	3
0	0
0	6
0	0
0	0
0	288
0	5
0	1
0	1
0	0
0	1
0	1
0	5
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	1
0	5
0	4
0	2
0	5
0	0
0	4
0	2
0	2
0	2
0	2
0	125
0	0
0	6
0	2
0	2
0	0
0	0
0	1
0	1
0	2
0	2
0	3
0	2
0	2
0	0
0	6
0	5
0	1
0	5
0	0
0	5
0	24
0	4
0	0
0	0
0	0
0	161
0	2
0	2
0	5
0	5
0	0
0	0
0	4
0	4
2	20
0	19
0	18
3	18
0	16
0	14
0	5
0	1
0	2
0	6
0	6
0	8
0	6
0	4
0	1
0	1
0	2
0	2
0	4
0	4
0	5
0	4
0	4
0	0
0	1
0	0
0	3
0	4
0	2
0	2
0	4
0	0
0	83
0	2
0	3
0	3
0	2
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	271
0	43
0	43
0	43
0	5
0	1500
0	969
16	1332
0	1591
0	640
0	565
1	1086
1	165
0	51
2	130
0	66
0	2
0	2
0	0
0	225
0	72
0	9
1	24
0	14
0	0
0	0
0	0
0	0
0	322
0	294
0	319
1	64
0	28
1	276
0	34
1	32
0	31
0	29
0	320
0	4
0	5
0	4
0	3
0	5
0	13
0	12
0	12
0	4
0	4
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	75
0	28
0	56
0	78
0	100
0	22
0	23
0	45
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	76
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	8
0	2
0	5
0	3
0	2
0	2
0	48
0	7
0	38
0	38
0	38
0	2
0	13
0	13
0	12
0	12
4	106
0	5
0	4
0	365
0	302
1	375
3	227
0	88
0	85
0	72
0	67
7	20
0	5
0	2
0	2
0	7
0	7
0	19
0	75
0	9
0	69
0	4
0	17
0	65
0	115
0	167
4	80
0	333
0	22
0	241
0	179
0	9
0	26
0	17
1	82
0	4
0	68
0	552
0	0
0	0
0	0
0	1
0	0
0	2
0	2
0	0
0	2
0	2
0	2
0	2
0	1
0	0
0	0
0	0
0	2
0	2
1	5
0	81
0	43
0	316
0	13
0	4
0	8
0	8
0	2
0	15
0	52
0	35
0	55
0	16
2	1
0	51
0	22
0	22
0	22
0	162
0	3
0	26
0	28
0	29
0	19
0	223
0	84
1	240
0	33
0	13
0	41
0	30
0	32
0	46
0	9
0	12
0	60
0	15
0	0
0	373
0	82
0	317
0	142
0	293
0	52
0	72
0	47
0	0
0	2
0	2
0	0
0	0
0	6
0	54
0	3
0	3
0	0
0	0
3	4094
0	4077
0	3908
0	3618
0	3857
1	3365
0	3647
0	3011
0	1805
0	0
0	4
0	0
0	0
0	5
0	0
0	0
0	0
1	24
0	24
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	6
0	6
0	6
0	0
0	4
0	4
0	50
0	50
0	50
0	9
0	0
1	52
0	72
0	50
0	39
1	298
0	104
0	0
0	0
0	0
0	0
0	3
0	20
0	2
0	51
0	0
0	0
0	1
0	8
0	8
0	8
0	0
0	23
0	28
1	33
0	5
0	0
0	1
0	4
0	4
0	4
0	4
0	1
0	1
0	84
0	1
0	0
0	0
0	0
0	0
0	0
0	113
0	80
0	82
0	18
0	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	80
0	14
0	17
0	31
0	0
0	2
0	2
0	344
0	38
0	59
0	21
0	33
0	0
0	0
0	0
0	75
0	0
0	75
0	13
0	0
0	0
0	0
0	0
0	0
0	8
0	0
0	8
0	18
0	21
0	22
0	22
0	221
0	0
0	0
0	0
0	0
1	103
0	43
0	88
0	83
0	162
0	5
0	24
0	4
0	0
0	0
1	117
0	96
0	20
0	23
0	28
0	46
0	22
0	51
0	28
0	28
0	4
0	55
0	33
0	41
0	31
0	15
0	11
0	8
0	7
0	51
0	26
0	7
0	13
1	44
0	83
0	18
0	53
0	40
0	82
0	29
0	31
0	4
0	19
1	40
1	6
0	7
0	0
0	3
0	0
0	48
0	0
1	42
0	0
0	0
0	0
0	0
0	13
0	0
0	26
0	176
0	494
0	489
0	140
0	93
0	48
0	33
0	55
0	89
0	82
0	52
0	0
0	0
0	8
0	8
0	58
0	9
0	128
0	96
0	14
0	50
0	16
0	16
0	26
0	15
0	17
0	27
0	10
1	137
0	0
0	370
0	639
0	288
0	612
0	598
0	117
0	83
0	119
0	177
0	386
0	395
0	115
0	112
0	12
0	7
0	8
0	14
0	13
1	18
0	10
0	10
0	96
0	6
0	1
0	47
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	148
0	11
0	129
0	111
0	4
0	27
0	6
0	74
0	20
0	17
0	27
0	0
0	0
0	19
0	60
0	271
1	164
0	0
0	3
0	170
0	182
0	178
0	176
0	176
0	13
0	0
0	192
0	162
1	26
0	10
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	932
1	74
0	84
0	32
0	1
0	0
0	0
0	0
0	753
0	54
0	464
0	476
0	322
0	138
0	345
0	182
0	138
0	221
0	86
0	26
0	32
0	28
0	2
0	1
0	10
0	41
0	4
0	41
0	20
0	19
2	135
0	0
0	189
0	189
0	33
0	35
0	52
0	0
0	0
0	0
0	39
0	40
0	39
0	29
0	10
0	2
0	4
0	3
0	4
0	271
0	1
0	1
0	1
0	9
0	3
0	3
0	3
0	53
0	0
0	0
0	104
0	277
0	277
0	277
0	184
0	33
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	57
0	148
0	6
1	60
0	113
0	16
0	27
0	7
0	11
0	8
0	134
0	5
0	5
0	191
0	190
0	218
0	67
1	16
0	894
0	63
3	58
2	10
0	31
6	21
0	1
0	2
0	2
0	2
0	5
0	4
1	2
0	10
0	7
0	6
0	5
0	14
0	15
0	15
0	15
0	14
0	26
0	15
0	15
0	14
2	16
6	30
0	25
0	3
0	5
0	0
0	4
1	254
0	25
0	54
0	23
0	12
0	6
0	6
0	10
0	1
0	438
1	193
1	458
0	446
7	438
0	406
0	206
0	451
3	437
0	459
0	450
0	133
0	215
0	212
0	186
0	202
0	171
0	159
0	112
0	132
0	64
1	150
0	28
0	26
0	448
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	144
0	64
0	295
0	288
0	71
0	120
0	51
0	83
0	114
0	6
0	0
0	0
0	99
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	3
0	153
0	122
0	31
0	31
0	24
0	4
0	122
0	31
0	3
0	6
0	6
0	70
0	7
0	6
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	15
0	11
0	10
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	3
0	0
0	0
0	1
0	6
0	42
0	72
0	18
0	23
0	24
0	24
0	18
0	173
0	0
0	0
0	130
0	130
0	128
0	72
0	97
0	45
0	11
0	1
0	1
0	1
0	1
0	93
0	93
0	1
0	12
0	13
0	14
0	13
0	3
0	13
0	4
0	14
0	12
0	4
0	8
0	3
0	8
0	7
0	14
0	13
0	318
0	286
2	277
3	29
3	31
0	21
0	28
0	0
0	0
0	3
0	3
0	0
0	254
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	3
0	3
0	250
0	0
0	0
0	2
0	3
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	346
0	87
0	22
0	11
0	56
0	43
1	10
0	41
0	1
0	20
0	98
3	69
0	35
0	55
0	45
0	165
0	415
0	244
0	86
0	240
0	223
0	76
0	164
1	164
0	123
0	0
0	0
0	16
0	0
0	0
0	0
0	99
0	0
0	0
0	0
0	0
0	0
0	77
0	71
0	56
0	17
1	14
0	6
1	10
0	17
0	20
2	14
0	3
0	8
0	16
0	42
0	45
0	46
0	26
0	44
0	25
0	17
0	1
0	44
0	44
0	27
0	11
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	5
0	8
0	11
0	11
0	7
0	65
0	160
0	160
0	119
0	159
0	35
0	26
0	18
0	11
0	6
0	78
0	78
0	76
0	73
0	1
0	1
0	1
0	0
0	0
0	1
0	42
0	43
0	41
0	8
0	37
0	36
1	4
0	20
0	291
0	640
0	599
0	294
0	235
0	331
0	80
0	362
0	402
0	0
0	0
0	103
0	0
0	1
0	1
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	4
0	2
0	2
0	0
0	0
0	0
0	50
0	50
0	0
0	6
0	6
0	233
0	84
0	58
0	0
0	1
0	0
0	283
0	260
0	251
0	17
0	17
0	72
0	71
0	26
0	72
0	23
0	12
0	7
0	11
0	66
0	8
0	58
0	71
0	68
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	43
0	8
0	8
0	8
0	8
0	8
0	237
0	174
0	238
0	3036
0	2230
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	201
1	130
0	201
0	22
0	31
0	91
0	105
0	106
0	32
0	15
0	6
0	5
0	21
0	15
0	20
0	24
1	13
0	13
0	9
0	8
0	19
0	13
0	78
0	10
0	10
0	15
0	7
0	9
0	7
0	4
0	3
0	60
0	11
0	0
0	30
0	164
0	167
0	161
0	162
26	120
0	40
4	32
0	0
0	3
0	5
0	22
0	76
0	64
2	2
0	10
1	24
0	18
0	18
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	48
0	44
0	42
0	0
0	0
0	0
0	0
0	0
0	26
0	127
0	0
0	0
0	216
0	213
0	1
0	1
0	0
0	60
0	15
0	42
0	22
0	20
1	18
0	0
0	10
0	131
0	361
0	344
0	261
1	251
0	176
0	159
0	157
1	40
0	5
0	148
0	147
0	145
0	7
0	13
0	56
2	51
1	74
0	126
0	21
0	9
0	5
0	4
0	23
0	149
0	56
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	11
0	299
0	301
0	55
0	72
0	81
0	89
0	105
0	95
0	81
0	53
0	116
0	88
0	52
1	38
0	274
0	279
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	1
0	78
1	2
0	0
0	3
0	29
0	52
0	60
0	9
0	68
0	109
0	0
0	0
0	0
0	101
0	0
0	0
0	0
0	0
0	0
0	4
1	12
0	12
0	4
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	290
0	1
0	1
0	1
0	20
0	173
0	0
0	1
0	1
0	1
0	1
0	134
0	34
0	22
0	11
0	3
0	18
0	18
0	3
0	92
0	76
0	0
0	0
0	0
0	0
0	0
0	76
0	0
0	76
0	0
0	10
0	6
0	4
0	3
0	5
0	108
0	5
0	19
0	25
0	25
0	25
0	25
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	246
1	189
0	262
0	294
1	166
1	109
0	48
1	87
0	248
0	125
0	31
0	3
0	153
0	20
0	122
0	0
0	0
0	0
0	2
0	409
0	46
0	407
10	479
0	374
0	407
0	393
0	35
0	385
0	358
0	39
0	385
0	71
0	387
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	8
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	6
0	1
0	0
0	10
0	51
0	21
0	30
0	187
0	0
0	8
0	3
0	48
0	66
0	66
0	68
0	8
0	2
0	13
0	80
0	262
0	230
0	141
0	306
0	23
0	24
0	49
0	17
0	73
0	137
0	36
0	24
0	23
0	0
0	0
0	0
0	5
0	0
1	716
0	728
0	495
0	431
0	363
0	346
0	302
0	724
0	110
0	74
0	22
0	0
0	0
0	4
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	43
0	203
0	41
0	41
0	73
0	2
0	2
0	2
0	2
0	153
0	0
0	2
0	0
0	10
0	20
0	298
0	23
0	298
0	303
0	19
0	252
0	68
0	303
0	294
0	76
0	70
0	305
0	234
0	228
0	120
0	69
0	83
0	283
0	303
0	0
0	0
0	0
0	693
0	0
0	0
0	251
0	250
0	283
0	214
0	82
0	145
0	78
0	88
0	59
0	51
0	63
0	34
0	32
0	644
0	0
0	0
0	76
0	92
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	3
0	1
0	3
0	3
0	0
3	7910
0	4915
0	4938
0	4300
0	6025
0	3984
0	4112
0	3449
11	43
0	3466
0	5654
0	23
3	3563
0	7127
0	173
0	0
0	0
0	0
0	0
0	155
0	176
0	75
2	176
0	0
0	40
0	18
0	40
0	21
2	15
0	21
0	33
0	33
0	2
0	3
0	4
0	19
0	8
0	1
0	1
0	1
0	1
0	1
0	0
0	3
0	3
0	3
0	250
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	254
0	0
0	218
0	86
0	1
0	1
0	1
12	45
0	71
0	1
0	0
0	1
0	1064
0	1064
0	166
0	1134
0	1064
0	925
0	1070
0	0
0	0
0	0
0	7
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	89
0	105
0	145
0	106
0	146
0	86
0	93
0	61
0	93
0	93
0	98
0	53
0	0
0	0
0	42
0	42
0	36
0	12
0	12
0	221
0	82
0	238
0	13
0	42
0	58
0	15
0	0
0	7
0	0
0	0
0	0
0	160
0	240
0	154
0	186
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	525
0	639
0	538
0	76
0	76
0	76
0	76
0	76
0	76
0	76
0	76
0	76
0	79
0	79
0	0
0	0
0	76
0	0
0	3036
0	2274
0	1484
0	2704
0	2917
0	2929
0	3010
1	2031
0	2946
0	3026
0	1333
0	2917
0	130
0	280
0	285
0	286
0	227
0	35
0	58
0	59
0	0
0	0
0	0
0	161
0	21
0	2
0	4
0	1
0	1
0	1
0	68
0	289
0	1
0	1
0	173
0	20
0	1
0	1
0	1
0	28
0	28
0	28
0	17
0	2
0	5
0	13
0	2
0	1
0	6
0	3
0	3
0	2
0	3
0	3
1	68
0	0
0	0
0	28
0	205
0	242
0	238
0	207
0	206
0	209
0	0
1	19
3	3
0	48
0	38
2	22
0	149
8	99
0	30
0	0
0	56
0	9
0	6
0	9
0	5
0	6
0	9
0	5
0	4
0	0
0	4
0	95
0	1
0	10
0	39
0	39
0	39
0	39
0	1
0	139
0	133
0	30
0	41
0	14
0	19
0	21
0	9
0	24
0	25
0	15
0	20
0	16
0	19
0	16
0	19
0	11
0	16
0	4
0	7
0	1
0	34
0	40
0	10
0	11
0	6
0	2
0	3
0	4
0	4
0	3
0	2
0	11
0	12
0	3
0	3
0	21
0	24
0	11
0	0
0	0
0	0
2	0
0	0
0	0
0	101
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	1103
0	931
0	671
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	2
0	0
0	248
0	163
0	253
0	279
0	148
0	189
0	672
0	499
0	19
0	25
0	60
0	26
0	65
0	57
1	36
0	92
0	91
0	77
0	32
0	23
0	474
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	2
0	0
0	1
0	16
0	12
0	0
0	3
0	1
0	1
0	2
0	3
0	5
0	3
0	7
0	0
0	0
0	0
0	1
0	1
0	11
0	2
0	3
0	0
0	0
0	0
0	0
0	120
0	391
0	383
0	321
0	388
0	80
0	78
0	78
0	41
0	12
0	1
0	14
0	51
0	79
0	33
1	11
0	3
0	34
0	3
0	4
0	62
0	3
0	19
0	3
0	3
0	3
0	4
0	19
0	4
0	1
0	3
0	2
0	3
0	3
0	18
0	129
0	4
0	0
0	1
1	78
0	126
0	63
0	106
0	0
0	0
0	33
0	28
0	30
0	28
0	0
0	0
0	0
0	0
0	0
0	0
0	202
0	0
0	0
0	0
0	0
0	0
0	51
69	27
0	0
0	0
0	0
0	160
0	181
0	75
0	0
0	1
0	190
0	0
0	34
0	34
0	0
0	0
0	0
0	0
0	0
0	93
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	176
0	103
0	356
0	200
0	51
0	117
0	113
0	204
0	315
0	162
0	161
0	321
0	172
0	51
0	256
0	0
0	0
0	0
0	0
0	0
0	17
0	0
0	149
0	190
0	1
0	554
0	89
0	28
0	15
0	74
0	394
0	81
0	68
0	124
0	119
0	39
0	4
0	254
0	249
0	243
0	40
0	2
0	2
0	2
0	0
0	10
0	1
0	1
0	1
0	1
0	1
0	10
0	10
0	10
0	10
0	0
0	0
0	0
0	0
0	0
0	24
0	0
0	0
0	92
0	0
0	0
0	0
0	58
0	54
0	44
0	17
0	62
0	24
0	10
0	49
0	25
0	26
0	26
0	58
0	136
0	52
0	125
0	96
0	19
0	11
0	5
0	79
0	74
0	47
0	13
0	23
0	13
0	38
0	15
0	96
0	94
0	22
0	80
0	85
0	94
0	8
0	27
0	38
0	0
4	135
0	140
0	140
0	140
0	92
0	8
0	0
0	0
0	0
0	18
0	18
0	8
0	15
0	0
0	103
0	67
0	22
0	247
0	240
0	142
0	54
0	131
0	100
0	20
0	3
0	74
0	83
1	18
0	40
0	14
0	25
0	13
0	15
2	51
0	1030
0	1030
0	1030
0	891
0	1100
0	166
0	1036
0	6
0	6
0	28
0	28
0	28
0	17
0	13
0	3
0	0
0	28
0	0
0	0
0	31
0	9
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	76
0	73
0	69
1	70
0	57
0	76
0	46
0	50
0	77
0	79
0	457
0	133
0	381
0	11
0	466
0	206
0	24
0	23
0	27
0	109
0	27
0	38
0	114
0	125
0	115
0	120
0	117
0	84
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	68
0	34
0	33
0	24
0	34
0	58
0	29
0	29
0	9
0	3
0	2
0	2
0	0
0	0
0	0
0	0
0	2
0	6
0	19
0	4
0	1
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	35
0	0
0	11
0	11
0	11
0	11
0	11
0	0
0	0
0	0
0	33
0	609
0	517
1	421
0	28
1	23
0	48
0	75
0	45
0	38
0	587
0	587
0	584
0	148
0	576
0	255
0	243
0	705
0	569
0	81
0	165
0	51
0	73
0	66
0	44
0	90
0	25
0	2
0	1
0	2
0	1
0	78
0	76
0	76
0	41
0	12
0	51
0	77
0	31
0	11
0	34
0	78
0	186
0	13
0	4
0	43
0	0
0	0
0	0
0	70
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	635
0	45
0	0
0	6
0	4
0	3
0	78
0	0
0	0
0	0
0	0
0	0
0	365
0	52
0	41
2	417
0	246
0	0
0	0
0	289
0	114
0	32
0	31
0	65
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	34
0	18
0	216
0	20
0	204
0	204
0	195
0	18
0	41
0	214
0	83
0	5
0	13
0	14
0	4
0	27
0	197
0	4
0	2
0	4
0	72
0	78
0	3
0	51
0	39
0	76
0	79
0	46
0	25
0	62
0	76
0	62
0	72
0	15
0	8
0	5
0	14
0	22
0	24
0	20
0	21
0	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	149
0	206
0	239
0	720
0	827
0	482
0	316
0	398
0	855
0	398
0	420
0	409
0	843
0	61
0	2
0	79
0	2
0	2
0	2
0	3
0	2
0	0
0	212
0	130
0	129
0	123
0	200
0	10
0	168
0	104
0	201
0	201
0	84
0	202
0	114
0	120
0	114
0	0
0	0
0	0
0	0
0	0
0	34
0	547
0	414
0	0
0	1
0	0
0	0
0	59
2	59
0	68
0	37
0	55
0	19
0	29
0	14
0	52
0	22
5	117
0	12
0	100
0	74
0	36
0	0
0	85
0	99
0	53
0	27
0	2
0	7
0	7
0	1
0	7
0	7
0	0
0	8
0	7
0	0
0	1
0	1
0	0
0	3
0	71
0	0
0	162
0	161
0	3
0	3
0	3
0	3
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	20
0	20
0	20
0	18
0	162
0	242
0	156
0	0
0	0
0	6
0	247
0	162
0	243
0	278
